moisture_load
0,2.086966902990283e-05
1,1.9708073837231487e-05
2,2.1217593008098078e-05
3,1.9694315337244663e-05
4,1.997259116677189e-05
5,1.95988500973275e-05
6,2.0583215977870248e-05
7,2.0615398342188768e-05
8,2.160707036588629e-05
9,1.990001167926442e-05
10,1.963904024673298e-05
11,1.9884025360472763e-05
12,2.0701645472877856e-05
13,2.1114535154348934e-05
14,2.169377980523614e-05
15,2.0786560956164942e-05
16,2.119220373921896e-05
17,2.0621586668399195e-05
18,2.1857196876769916e-05
19,2.121636836400231e-05
20,2.1381486055346414e-05
21,2.135317190965802e-05
22,2.2152057288241348e-05
23,2.1975046525798004e-05
24,2.1184718737142694e-05
25,2.1461128837109685e-05
26,2.09270879417041e-05
27,2.1262804539045693e-05
28,2.1185191161543193e-05
29,2.2410058339777854e-05
30,2.1700336383781092e-05
31,2.2658219639263285e-05
32,2.263618074308832e-05
33,2.2141014977471635e-05
34,2.1651516164773385e-05
35,2.2495149227216596e-05
36,2.223502591663053e-05
37,2.172977263933707e-05
38,2.2334969391519917e-05
39,2.272628769087171e-05
40,2.2315527462243352e-05
41,2.2415990581644477e-05
42,2.188710922175842e-05
43,2.0530934887680544e-05
44,2.1241178312680877e-05
45,2.1532271258645957e-05
46,2.068378277522494e-05
47,2.2090388043944857e-05
48,2.187898269228252e-05
49,2.2205802633270053e-05
50,2.1909863028628647e-05
51,2.1988091402311755e-05
52,2.267261638648678e-05
53,2.1772845186554608e-05
54,2.125444724727893e-05
55,2.1895138222602068e-05
56,2.124931385597564e-05
57,2.1076409540780926e-05
58,2.1939940410122747e-05
59,2.004335259635254e-05
60,2.113072400060015e-05
61,1.930167475587707e-05
62,1.9824931805822083e-05
63,1.982398528353297e-05
64,1.9496659293469862e-05
65,1.846339044883894e-05
66,1.884679790851134e-05
67,1.68020117161055e-05
68,1.6369890175529723e-05
69,1.5576782434204407e-05
70,1.4707990999936002e-05
71,1.4574773158599426e-05
72,1.5192782684330338e-05
73,1.3724830470358886e-05
74,1.5939739840560653e-05
75,1.5241969734838567e-05
76,1.3950771247613419e-05
77,1.416421244703984e-05
78,1.4780792290746123e-05
79,1.4853454731150009e-05
80,1.589738741409219e-05
81,1.52675718696157e-05
82,1.558162680006917e-05
83,1.4799509499965028e-05
84,1.5453687757034323e-05
85,1.63619922481463e-05
86,1.6800231938579662e-05
87,1.623633437937668e-05
88,1.7309322539036447e-05
89,1.7008291470920442e-05
90,1.63235646847859e-05
91,1.6466318250532553e-05
92,1.6062623050503127e-05
93,1.6033649628910223e-05
94,1.633630276527723e-05
95,1.718898440070929e-05
96,1.7228231747193357e-05
97,1.7798937651800077e-05
98,1.6777333591395127e-05
99,1.7602467869221107e-05
100,1.8161471123242843e-05
101,1.8466726777437307e-05
102,1.825013465170405e-05
103,1.7180857825236597e-05
104,1.7241395217773723e-05
105,1.9965828194978166e-05
106,1.8042849410438194e-05
107,1.8743667455539518e-05
108,1.724626717283609e-05
109,1.7383288410148597e-05
110,1.7552686878556356e-05
111,1.834783978488325e-05
112,1.8888642013719158e-05
113,1.8765997045011132e-05
114,1.9291734199581234e-05
115,1.903967290993317e-05
116,1.910380824006467e-05
117,1.8533665555912788e-05
118,1.9039817819505976e-05
119,1.8242215403181375e-05
120,1.8121367355939367e-05
121,1.7764949621204034e-05
122,1.770556571069376e-05
123,1.6674637573822205e-05
124,1.8238623304744946e-05
125,1.564911119572426e-05
126,1.590648318957045e-05
127,1.555956426994315e-05
128,1.5577541559269756e-05
129,1.4959442392513527e-05
130,1.4486736957269898e-05
131,1.4825682043464144e-05
132,1.3984169285329451e-05
133,1.3150745425752946e-05
134,1.302707568682402e-05
135,1.1753036779455059e-05
136,1.1337136339744545e-05
137,1.2124201639522456e-05
138,1.3566653018594377e-05
139,1.2601105122940556e-05
140,1.3758406354382005e-05
141,1.31020188964817e-05
142,1.2887675834279286e-05
143,1.2878314443055223e-05
144,1.341666954961568e-05
145,1.4372969115478785e-05
146,1.4984212264760362e-05
147,1.3847542054202793e-05
148,1.508220341249268e-05
149,1.3909749569542537e-05
150,1.437746046040113e-05
151,1.534224288564816e-05
152,1.5329317549878247e-05
153,1.4086248497465686e-05
154,1.5787027648506145e-05
155,1.5701812496007622e-05
156,1.5305047998641825e-05
157,1.5590897445715413e-05
158,1.5220779385721729e-05
159,1.5004944427771179e-05
160,1.5639394980641558e-05
161,1.6741819126844676e-05
162,1.6591034300612373e-05
163,1.6818346707486377e-05
164,1.657153662139591e-05
165,1.7481334647902e-05
166,1.531690974302521e-05
167,1.690631819568405e-05
168,1.6733341250067918e-05
169,1.596544462957808e-05
170,1.6295604450760368e-05
171,1.6680937546958572e-05
172,1.595181360448275e-05
173,1.623398866910835e-05
174,1.6210524147662202e-05
175,1.5113646972325381e-05
176,1.6653313360954245e-05
177,1.5912403845438376e-05
178,1.728383776370027e-05
179,1.675223656161259e-05
180,1.7189938128782568e-05
181,1.7531380626365308e-05
182,1.683336344020309e-05
183,1.5282825721042404e-05
184,1.5456581309527315e-05
185,1.536741858673048e-05
186,1.414089733156081e-05
187,1.29571965748892e-05
188,1.4098937598302127e-05
189,1.1665798157990302e-05
190,1.1751392029281565e-05
191,1.06304076652201e-05
192,1.0561729808099229e-05
193,1.0921925407966934e-05
194,1.1473462263209961e-05
195,1.064982671699345e-05
196,1.1687905974725113e-05
197,1.0819325343667321e-05
198,1.1319142462856395e-05
199,9.801999660794867e-06
200,1.09217316872823e-05
201,1.1039871883625687e-05
202,1.039181418798861e-05
203,1.0269440919197308e-05
204,1.1465280562197557e-05
205,1.3151810487035163e-05
206,1.1908927138055318e-05
207,1.3157891898958745e-05
208,1.163439855912493e-05
209,1.2198474744589104e-05
210,1.2440834345161758e-05
211,1.2006280742362342e-05
212,1.3751312599820028e-05
213,1.406840847569183e-05
214,1.3055861950952916e-05
215,1.397450984621632e-05
216,1.3227596727664678e-05
217,1.4268220454893538e-05
218,1.3829014312685422e-05
219,1.4045500279078814e-05
220,1.4554780196115592e-05
221,1.5924695403309408e-05
222,1.4511735671780952e-05
223,1.5383959347328203e-05
